Date,Model,Category,ELO_Score
2025-05-22,gemini-2.0-flash-thinking-exp-01-21,hard_6,1354.88
2025-05-22,deepseek-v3-0324,hard_6,1354.38
2025-05-22,hunyuan-turbos-20250416,hard_6,1350.13
2025-05-22,o1-2024-12-17,hard_6,1345.06
2025-05-22,gemini-exp-1206,hard_6,1343.02
2025-05-22,o4-mini-2025-04-16,hard_6,1341.66
2025-05-22,o3-mini-high,hard_6,1341.39
2025-05-22,mistral-medium-2505,hard_6,1336.74
2025-05-22,deepseek-r1,hard_6,1335.84
2025-05-22,gemini-2.0-flash-001,hard_6,1335.16
2025-05-22,gemini-2.0-flash-thinking-exp-1219,hard_6,1332.15
2025-05-22,chatgpt-4o-latest-20250129,hard_6,1330.25
2025-05-22,o1-preview,hard_6,1329.42
2025-05-22,gemini-2.0-flash-exp,hard_6,1328.73
2025-05-22,o3-mini,hard_6,1328.28
2025-05-22,gpt-4.1-mini-2025-04-14,hard_6,1325.71
2025-05-22,qwen2.5-max,hard_6,1325.51
2025-05-22,gemini-exp-1121,hard_6,1321.9
2025-05-22,qwen3-235b-a22b,hard_6,1321.17
2025-05-22,chatgpt-4o-latest-20241120,hard_6,1316.95
2025-05-22,o1-mini,hard_6,1312.73
2025-05-22,gemini-exp-1114,hard_6,1312.47
2025-05-22,qwen3-32b,hard_6,1309.81
2025-05-22,claude-3-7-sonnet-20250219-thinking-32k,hard_6,1309.75
2025-05-22,chatgpt-4o-latest-20240903,hard_6,1308.56
2025-05-22,gemini-2.0-flash-lite-preview-02-05,hard_6,1301.26
2025-05-22,gemma-3-27b-it,hard_6,1300.57
2025-05-22,hunyuan-turbos-20250226,hard_6,1299.23
2025-05-22,qwq-32b,hard_6,1294.62
2025-05-22,qwen-plus-0125,hard_6,1293.36
2025-05-22,chatgpt-4o-latest-20240808,hard_6,1293.32
2025-05-22,deepseek-v3,hard_6,1289.3
2025-05-22,llama-3.1-nemotron-ultra-253b-v1,hard_6,1289.14
2025-05-22,claude-3-7-sonnet-20250219,hard_6,1287.21
2025-05-22,gemma-3-12b-it,hard_6,1285.68
2025-05-22,command-a-03-2025,hard_6,1285.53
2025-05-22,llama-3.3-nemotron-49b-super-v1,hard_6,1285.34
2025-05-22,hunyuan-turbo-0110,hard_6,1285.28
2025-05-22,claude-3-5-sonnet-20241022,hard_6,1282.13
2025-05-22,qwen2.5-plus-1127,hard_6,1276.95
2025-05-22,yi-lightning,hard_6,1276.74
2025-05-22,step-2-16k-exp-202412,hard_6,1273.42
2025-05-22,gemini-1.5-pro-002,hard_6,1273.39
2025-05-22,athene-v2-chat,hard_6,1269.87
2025-05-22,glm-4-plus-0111,hard_6,1268.96
2025-05-22,deepseek-v2.5-1210,hard_6,1268.83
2025-05-22,qwen3-30b-a3b,hard_6,1268.34
2025-05-22,gemini-1.5-pro-exp-0827,hard_6,1266.02
2025-05-22,hunyuan-large-2025-02-10,hard_6,1263.73
2025-05-22,gpt-4.1-nano-2025-04-14,hard_6,1262.23
2025-05-22,gpt-4o-2024-05-13,hard_6,1261.87
2025-05-22,llama-4-maverick-17b-128e-instruct,hard_6,1261.39
2025-05-22,claude-3-5-sonnet-20240620,hard_6,1256.75
2025-05-22,gemini-1.5-pro-exp-0801,hard_6,1255.8
2025-05-22,glm-4-plus,hard_6,1251.35
2025-05-22,grok-2-2024-08-13,hard_6,1251.03
2025-05-22,qwen-max-0919,hard_6,1250.17
2025-05-22,deepseek-v2.5,hard_6,1249.84
2025-05-22,yi-lightning-lite,hard_6,1249.06
2025-05-22,qwen2.5-72b-instruct,hard_6,1248.37
2025-05-22,gemma-3n-e4b-it,hard_6,1246.28
2025-05-22,gpt-4o-mini-2024-07-18,hard_6,1245.98
2025-05-22,llama-3.1-405b-instruct-bf16,hard_6,1245.38
2025-05-22,gpt-4o-2024-08-06,hard_6,1244.68
2025-05-22,llama-3.1-405b-instruct-fp8,hard_6,1244.5
2025-05-22,hunyuan-standard-2025-02-10,hard_6,1243.38
2025-05-22,llama-3.1-nemotron-70b-instruct,hard_6,1243.34
2025-05-22,gemini-1.5-flash-exp-0827,hard_6,1241.34
2025-05-22,mistral-large-2407,hard_6,1236.67
2025-05-22,grok-2-mini-2024-08-13,hard_6,1236.56
2025-05-22,gemini-1.5-flash-002,hard_6,1236.27
2025-05-22,llama-3.3-70b-instruct,hard_6,1235.84
2025-05-22,gemini-1.5-pro-001,hard_6,1235.71
2025-05-22,mistral-large-2411,hard_6,1234.34
2025-05-22,qwen2.5-coder-32b-instruct,hard_6,1233.9
2025-05-22,mistral-small-3.1-24b-instruct-2503,hard_6,1232.51
2025-05-22,gpt-4-turbo-2024-04-09,hard_6,1231.92
2025-05-22,gemini-advanced-0514,hard_6,1230.92
2025-05-22,gemma-3-4b-it,hard_6,1226.58
2025-05-22,llama-4-scout-17b-16e-instruct,hard_6,1225.08
2025-05-22,athene-70b-0725,hard_6,1224.84
2025-05-22,gpt-4-1106-preview,hard_6,1223.94
2025-05-22,amazon-nova-pro-v1.0,hard_6,1223.78
2025-05-22,claude-3-opus-20240229,hard_6,1223.37
2025-05-22,claude-3-5-haiku-20241022,hard_6,1222.43
2025-05-22,llama-3.1-70b-instruct,hard_6,1221.36
2025-05-22,gpt-4-0125-preview,hard_6,1219.16
2025-05-22,qwen-plus-0828,hard_6,1218.4
2025-05-22,yi-large-preview,hard_6,1217.31
2025-05-22,deepseek-coder-v2-0724,hard_6,1212.43
2025-05-22,deepseek-v2-api-0628,hard_6,1211.92
2025-05-22,mistral-small-24b-instruct-2501,hard_6,1210.69
2025-05-22,gemini-1.5-pro-api-0409-preview,hard_6,1210.15
2025-05-22,llama-3.1-tulu-3-70b,hard_6,1202.16
2025-05-22,gemini-1.5-flash-001,hard_6,1202.14
2025-05-22,amazon-nova-lite-v1.0,hard_6,1200.48
2025-05-22,phi-4,hard_6,1200.09
2025-05-22,hunyuan-standard-256k,hard_6,1198.43
2025-05-22,jamba-1.5-large,hard_6,1197.12
2025-05-22,reka-core-20240904,hard_6,1192.63
2025-05-22,glm-4-0520,hard_6,1191.28
2025-05-22,gemini-1.5-flash-8b-001,hard_6,1190.34
2025-05-22,deepseek-coder-v2,hard_6,1188.62
2025-05-22,yi-large,hard_6,1186.49
2025-05-22,olmo-2-0325-32b-instruct,hard_6,1186.29
2025-05-22,llama-3.1-nemotron-51b-instruct,hard_6,1184.2
2025-05-22,reka-core-20240722,hard_6,1183.01
2025-05-22,gemma-2-9b-it-simpo,hard_6,1181.33
2025-05-22,gemma-2-27b-it,hard_6,1180.55
2025-05-22,nemotron-4-340b-instruct,hard_6,1179.7
2025-05-22,claude-3-sonnet-20240229,hard_6,1176.62
2025-05-22,ministral-8b-2410,hard_6,1176.13
2025-05-22,c4ai-aya-expanse-32b,hard_6,1175.2
2025-05-22,llama-3-70b-instruct,hard_6,1174.59
2025-05-22,amazon-nova-micro-v1.0,hard_6,1174.1
2025-05-22,gpt-4-0314,hard_6,1173.45
2025-05-22,gemini-1.5-flash-8b-exp-0827,hard_6,1173.3
2025-05-22,qwen2-72b-instruct,hard_6,1166.44
2025-05-22,command-r-plus-08-2024,hard_6,1165.9
2025-05-22,glm-4-0116,hard_6,1164.67
2025-05-22,reka-core-20240501,hard_6,1164.26
2025-05-22,qwen-max-0428,hard_6,1163.94
2025-05-22,reka-flash-20240904,hard_6,1163.57
2025-05-22,llama-3.1-8b-instruct,hard_6,1159.83
2025-05-22,llama-3.1-tulu-3-8b,hard_6,1157.92
2025-05-22,reka-flash-20240722,hard_6,1155.7
2025-05-22,claude-3-haiku-20240307,hard_6,1155.61
2025-05-22,qwq-32b-preview,hard_6,1151.93
2025-05-22,gemma-2-9b-it,hard_6,1151.18
2025-05-22,command-r-08-2024,hard_6,1146.86
2025-05-22,command-r-plus,hard_6,1146.41
2025-05-22,qwen1.5-110b-chat,hard_6,1146.3
2025-05-22,jamba-1.5-mini,hard_6,1146.24
2025-05-22,gpt-4-0613,hard_6,1145.54
2025-05-22,internlm2_5-20b-chat,hard_6,1143.02
2025-05-22,mistral-large-2402,hard_6,1142.93
2025-05-22,c4ai-aya-expanse-8b,hard_6,1140.61
2025-05-22,yi-1.5-34b-chat,hard_6,1137.72
2025-05-22,bard-jan-24-gemini-pro,hard_6,1133.86
2025-05-22,mixtral-8x22b-instruct-v0.1,hard_6,1126.13
2025-05-22,granite-3.1-8b-instruct,hard_6,1125.88
2025-05-22,qwen1.5-72b-chat,hard_6,1124.47
2025-05-22,reka-flash-preview-20240611,hard_6,1122.05
2025-05-22,mistral-medium,hard_6,1121.74
2025-05-22,granite-3.1-2b-instruct,hard_6,1121.4
2025-05-22,reka-flash-21b-20240226-online,hard_6,1120.18
2025-05-22,llama-3-8b-instruct,hard_6,1114.69
2025-05-22,qwen1.5-32b-chat,hard_6,1113.32
2025-05-22,reka-flash-21b-20240226,hard_6,1111.14
2025-05-22,phi-3-medium-4k-instruct,hard_6,1107.18
2025-05-22,mistral-next,hard_6,1106.33
2025-05-22,claude-2.0,hard_6,1103.67
2025-05-22,claude-1,hard_6,1103.12
2025-05-22,gpt-3.5-turbo-0613,hard_6,1100.65
2025-05-22,starling-lm-7b-beta,hard_6,1097.21
2025-05-22,command-r,hard_6,1097.01
2025-05-22,claude-2.1,hard_6,1096.56
2025-05-22,gemma-2-2b-it,hard_6,1096.35
2025-05-22,gpt-3.5-turbo-0314,hard_6,1095.81
2025-05-22,qwen1.5-14b-chat,hard_6,1094.52
2025-05-22,zephyr-orpo-141b-A35b-v0.1,hard_6,1094.51
2025-05-22,mixtral-8x7b-instruct-v0.1,hard_6,1091.71
2025-05-22,gpt-3.5-turbo-0125,hard_6,1089.62
2025-05-22,dbrx-instruct-preview,hard_6,1086.9
2025-05-22,granite-3.0-8b-instruct,hard_6,1086.76
2025-05-22,phi-3-small-8k-instruct,hard_6,1085.08
2025-05-22,claude-instant-1,hard_6,1084.48
2025-05-22,gemini-pro-dev-api,hard_6,1083.4
2025-05-22,llama-3.2-3b-instruct,hard_6,1080.04
2025-05-22,yi-34b-chat,hard_6,1079.59
2025-05-22,tulu-2-dpo-70b,hard_6,1075.78
2025-05-22,phi-3-mini-4k-instruct-june-2024,hard_6,1073.12
2025-05-22,gpt-3.5-turbo-1106,hard_6,1068.36
2025-05-22,granite-3.0-2b-instruct,hard_6,1067.05
2025-05-22,openchat-3.5-0106,hard_6,1061.39
2025-05-22,gemini-pro,hard_6,1060.93
2025-05-22,phi-3-mini-4k-instruct,hard_6,1056.67
2025-05-22,wizardlm-70b,hard_6,1055.58
2025-05-22,smollm2-1.7b-instruct,hard_6,1054.86
2025-05-22,gemma-1.1-7b-it,hard_6,1054.49
2025-05-22,snowflake-arctic-instruct,hard_6,1051.14
2025-05-22,starling-lm-7b-alpha,hard_6,1050.7
2025-05-22,llama-2-70b-chat,hard_6,1047.86
2025-05-22,openhermes-2.5-mistral-7b,hard_6,1046.21
2025-05-22,mistral-7b-instruct-v0.2,hard_6,1046.07
2025-05-22,qwen1.5-7b-chat,hard_6,1044.99
2025-05-22,vicuna-33b,hard_6,1043.7
2025-05-22,deepseek-llm-67b-chat,hard_6,1042.61
2025-05-22,openchat-3.5,hard_6,1042.51
2025-05-22,llama-3.2-1b-instruct,hard_6,1037.01
2025-05-22,solar-10.7b-instruct-v1.0,hard_6,1033.9
2025-05-22,nous-hermes-2-mixtral-8x7b-dpo,hard_6,1029.9
2025-05-22,codellama-70b-instruct,hard_6,1029.33
2025-05-22,dolphin-2.2.1-mistral-7b,hard_6,1028.2
2025-05-22,llama-2-13b-chat,hard_6,1027.07
2025-05-22,mpt-30b-chat,hard_6,1025.12
2025-05-22,llama2-70b-steerlm-chat,hard_6,1023.65
2025-05-22,gemma-7b-it,hard_6,1022.5
2025-05-22,phi-3-mini-128k-instruct,hard_6,1013.01
2025-05-22,pplx-70b-online,hard_6,1005.54
2025-05-22,codellama-34b-instruct,hard_6,1005.35
2025-05-22,zephyr-7b-beta,hard_6,1004.18
2025-05-22,vicuna-13b,hard_6,1003.01
2025-05-22,qwen-14b-chat,hard_6,1001.56
2025-05-22,zephyr-7b-alpha,hard_6,1000.98
2025-05-22,pplx-7b-online,hard_6,993.63
2025-05-22,gemma-1.1-2b-it,hard_6,993.26
2025-05-22,wizardlm-13b,hard_6,991.12
2025-05-22,llama-2-7b-chat,hard_6,987.75
2025-05-22,mistral-7b-instruct,hard_6,979.83
2025-05-22,falcon-180b-chat,hard_6,978.73
2025-05-22,guanaco-33b,hard_6,978.66
2025-05-22,palm-2,hard_6,977.78
2025-05-22,stripedhyena-nous-7b,hard_6,973.64
2025-05-22,olmo-7b-instruct,hard_6,971.91
2025-05-22,vicuna-7b,hard_6,967.42
2025-05-22,gemma-2b-it,hard_6,965.32
2025-05-22,qwen1.5-4b-chat,hard_6,954.93
2025-05-22,chatglm3-6b,hard_6,930.51
2025-05-22,gpt4all-13b-snoozy,hard_6,909.84
2025-05-22,koala-13b,hard_6,903.35
2025-05-22,chatglm2-6b,hard_6,891.94
2025-05-22,chatglm-6b,hard_6,872.01
2025-05-22,mpt-7b-chat,hard_6,869.27
2025-05-22,RWKV-4-Raven-14B,hard_6,868.96
2025-05-22,oasst-pythia-12b,hard_6,858.81
2025-05-22,stablelm-tuned-alpha-7b,hard_6,808.41
2025-05-22,alpaca-13b,hard_6,796.53
2025-05-22,fastchat-t5-3b,hard_6,787.04
2025-05-22,dolly-v2-12b,hard_6,775.82
2025-05-22,llama-13b,hard_6,701.29
2025-05-22,gemini-2.5-pro-preview-05-06,math,1446.0
2025-05-22,gemini-2.5-flash-preview-05-20,math,1435.2
2025-05-22,gemini-2.5-pro-exp-03-25,math,1434.65
2025-05-22,o3-2025-04-16,math,1426.56
2025-05-22,o4-mini-2025-04-16,math,1410.2
2025-05-22,gpt-4.5-preview-2025-02-27,math,1393.65
2025-05-22,qwen3-32b,math,1387.3
2025-05-22,gemini-2.5-flash-preview-04-17,math,1380.17
2025-05-22,deepseek-r1,math,1376.41
2025-05-22,o3-mini-high,math,1373.78
2025-05-22,qwen3-235b-a22b,math,1372.4
2025-05-22,o1-2024-12-17,math,1369.94
2025-05-22,llama-4-maverick-03-26-experimental,math,1369.64
2025-05-22,grok-3-preview-02-24,math,1367.38
2025-05-22,o3-mini,math,1363.38
2025-05-22,early-grok-3,math,1363.24
2025-05-22,gemini-2.0-flash-thinking-exp-01-21,math,1357.28
2025-05-22,o1-preview,math,1356.13
2025-05-22,chatgpt-4o-latest-20250326,math,1355.85
2025-05-22,deepseek-v3-0324,math,1353.73
2025-05-22,qwen3-30b-a3b,math,1350.08
2025-05-22,gemini-2.0-pro-exp-02-05,math,1348.68
2025-05-22,gemini-2.0-flash-thinking-exp-1219,math,1346.22
2025-05-22,gemini-2.0-flash-001,math,1343.7
2025-05-22,llama-3.1-nemotron-ultra-253b-v1,math,1343.35
2025-05-22,qwen2.5-max,math,1342.42
2025-05-22,o1-mini,math,1342.26
2025-05-22,mistral-medium-2505,math,1340.97
2025-05-22,gemini-exp-1206,math,1340.34
2025-05-22,hunyuan-turbos-20250416,math,1334.75
2025-05-22,claude-3-7-sonnet-20250219-thinking-32k,math,1333.6
2025-05-22,gpt-4.1-2025-04-14,math,1333.31
2025-05-22,qwq-32b,math,1330.53
2025-05-22,gemini-exp-1114,math,1324.56
2025-05-22,gemini-2.0-flash-exp,math,1322.15
2025-05-22,gemini-exp-1121,math,1321.0
2025-05-22,chatgpt-4o-latest-20250129,math,1315.53
2025-05-22,claude-3-7-sonnet-20250219,math,1313.26
2025-05-22,llama-3.3-nemotron-49b-super-v1,math,1310.63
2025-05-22,qwen-plus-0125,math,1308.98
2025-05-22,gpt-4.1-mini-2025-04-14,math,1305.88
2025-05-22,chatgpt-4o-latest-20241120,math,1302.71
2025-05-22,gemma-3-27b-it,math,1301.75
2025-05-22,gemini-1.5-pro-002,math,1296.59
2025-05-22,deepseek-v3,math,1296.22
2025-05-22,gemini-2.0-flash-lite-preview-02-05,math,1295.88
2025-05-22,llama-4-maverick-17b-128e-instruct,math,1294.82
2025-05-22,claude-3-5-sonnet-20241022,math,1293.01
2025-05-22,gemma-3-12b-it,math,1292.53
2025-05-22,chatgpt-4o-latest-20240903,math,1289.91
2025-05-22,chatgpt-4o-latest-20240808,math,1289.9
2025-05-22,gemini-1.5-pro-exp-0827,math,1289.69
2025-05-22,claude-3-5-sonnet-20240620,math,1287.85
2025-05-22,step-2-16k-exp-202412,math,1287.39
2025-05-22,yi-lightning,math,1284.72
2025-05-22,athene-v2-chat,math,1282.93
2025-05-22,qwen2.5-plus-1127,math,1282.16
2025-05-22,hunyuan-turbos-20250226,math,1281.92
2025-05-22,gemini-1.5-pro-exp-0801,math,1277.98
2025-05-22,deepseek-v2.5-1210,math,1272.45
2025-05-22,gpt-4o-2024-05-13,math,1270.42
2025-05-22,glm-4-plus-0111,math,1268.47
2025-05-22,gpt-4o-2024-08-06,math,1268.43
2025-05-22,grok-2-2024-08-13,math,1268.06
2025-05-22,qwen2.5-72b-instruct,math,1267.7
2025-05-22,llama-3.1-405b-instruct-fp8,math,1265.78
2025-05-22,hunyuan-large-2025-02-10,math,1265.01
2025-05-22,llama-3.1-405b-instruct-bf16,math,1263.46
2025-05-22,yi-lightning-lite,math,1262.04
2025-05-22,command-a-03-2025,math,1260.75
2025-05-22,glm-4-plus,math,1260.68
2025-05-22,gpt-4.1-nano-2025-04-14,math,1260.31
2025-05-22,hunyuan-turbo-0110,math,1260.27
2025-05-22,qwen-max-0919,math,1260.07
2025-05-22,gemini-1.5-flash-exp-0827,math,1259.27
2025-05-22,gpt-4-1106-preview,math,1258.55
2025-05-22,gpt-4-turbo-2024-04-09,math,1258.44
2025-05-22,hunyuan-standard-2025-02-10,math,1258.41
2025-05-22,deepseek-v2.5,math,1257.83
2025-05-22,claude-3-opus-20240229,math,1256.16
2025-05-22,llama-3.1-nemotron-70b-instruct,math,1256.13
2025-05-22,gemini-1.5-flash-002,math,1255.98
2025-05-22,llama-4-scout-17b-16e-instruct,math,1255.24
2025-05-22,gemini-advanced-0514,math,1254.84
2025-05-22,gemini-1.5-pro-001,math,1253.51
2025-05-22,gpt-4-0125-preview,math,1252.88
2025-05-22,llama-3.3-70b-instruct,math,1252.09
2025-05-22,grok-2-mini-2024-08-13,math,1250.69
2025-05-22,gpt-4o-mini-2024-07-18,math,1249.75
2025-05-22,mistral-large-2407,math,1247.51
2025-05-22,mistral-large-2411,math,1244.79
2025-05-22,gemma-3n-e4b-it,math,1241.01
2025-05-22,qwen2.5-coder-32b-instruct,math,1239.83
2025-05-22,mistral-small-3.1-24b-instruct-2503,math,1239.11
2025-05-22,amazon-nova-pro-v1.0,math,1238.56
2025-05-22,llama-3.1-70b-instruct,math,1238.42
2025-05-22,yi-large-preview,math,1234.93
2025-05-22,deepseek-v2-api-0628,math,1233.2
2025-05-22,phi-4,math,1232.89
2025-05-22,qwen-plus-0828,math,1232.19
2025-05-22,gemini-1.5-pro-api-0409-preview,math,1229.28
2025-05-22,mistral-small-24b-instruct-2501,math,1228.08
2025-05-22,deepseek-coder-v2,math,1227.09
2025-05-22,llama-3.1-tulu-3-70b,math,1226.32
2025-05-22,deepseek-coder-v2-0724,math,1226.27
2025-05-22,gemma-3-4b-it,math,1225.72
2025-05-22,claude-3-5-haiku-20241022,math,1225.19
2025-05-22,hunyuan-standard-256k,math,1224.82
2025-05-22,qwen2-72b-instruct,math,1218.32
2025-05-22,llama-3.1-nemotron-51b-instruct,math,1217.38
2025-05-22,athene-70b-0725,math,1216.32
2025-05-22,gemini-1.5-flash-001,math,1215.65
2025-05-22,amazon-nova-lite-v1.0,math,1213.63
2025-05-22,yi-large,math,1211.88
2025-05-22,gpt-4-0314,math,1210.32
2025-05-22,reka-core-20240904,math,1210.1
2025-05-22,qwq-32b-preview,math,1208.02
2025-05-22,jamba-1.5-large,math,1206.99
2025-05-22,llama-3-70b-instruct,math,1204.94
2025-05-22,glm-4-0520,math,1204.54
2025-05-22,reka-core-20240722,math,1203.83
2025-05-22,nemotron-4-340b-instruct,math,1201.65
2025-05-22,gemma-2-27b-it,math,1200.55
2025-05-22,claude-3-sonnet-20240229,math,1197.88
2025-05-22,gemini-1.5-flash-8b-001,math,1196.8
2025-05-22,gpt-4-0613,math,1194.29
2025-05-22,amazon-nova-micro-v1.0,math,1193.23
2025-05-22,olmo-2-0325-32b-instruct,math,1192.73
2025-05-22,c4ai-aya-expanse-32b,math,1189.75
2025-05-22,gemini-1.5-flash-8b-exp-0827,math,1188.52
2025-05-22,llama-3.1-tulu-3-8b,math,1186.34
2025-05-22,reka-flash-20240904,math,1185.78
2025-05-22,qwen-max-0428,math,1183.69
2025-05-22,mistral-large-2402,math,1181.23
2025-05-22,ministral-8b-2410,math,1180.9
2025-05-22,glm-4-0116,math,1178.28
2025-05-22,reka-flash-20240722,math,1177.61
2025-05-22,command-r-plus-08-2024,math,1177.32
2025-05-22,claude-3-haiku-20240307,math,1175.87
2025-05-22,reka-core-20240501,math,1175.42
2025-05-22,internlm2_5-20b-chat,math,1173.84
2025-05-22,gemma-2-9b-it,math,1170.68
2025-05-22,llama-3.1-8b-instruct,math,1169.55
2025-05-22,mixtral-8x22b-instruct-v0.1,math,1168.77
2025-05-22,qwen1.5-110b-chat,math,1167.03
2025-05-22,yi-1.5-34b-chat,math,1165.85
2025-05-22,gemma-2-9b-it-simpo,math,1161.56
2025-05-22,c4ai-aya-expanse-8b,math,1158.89
2025-05-22,gpt-3.5-turbo-0314,math,1158.19
2025-05-22,phi-3-medium-4k-instruct,math,1157.58
2025-05-22,reka-flash-21b-20240226-online,math,1156.19
2025-05-22,mistral-next,math,1155.9
2025-05-22,mistral-medium,math,1155.85
2025-05-22,command-r-plus,math,1153.14
2025-05-22,bard-jan-24-gemini-pro,math,1151.01
2025-05-22,jamba-1.5-mini,math,1147.71
2025-05-22,command-r-08-2024,math,1146.03
2025-05-22,granite-3.1-2b-instruct,math,1145.8
2025-05-22,qwen1.5-72b-chat,math,1144.8
2025-05-22,reka-flash-preview-20240611,math,1143.74
2025-05-22,claude-2.0,math,1143.33
2025-05-22,granite-3.1-8b-instruct,math,1142.41
2025-05-22,granite-3.0-8b-instruct,math,1141.94
2025-05-22,qwen1.5-32b-chat,math,1141.11
2025-05-22,reka-flash-21b-20240226,math,1139.6
2025-05-22,phi-3-mini-4k-instruct-june-2024,math,1139.15
2025-05-22,claude-2.1,math,1139.14
2025-05-22,phi-3-small-8k-instruct,math,1136.32
2025-05-22,llama-3-8b-instruct,math,1135.21
2025-05-22,zephyr-orpo-141b-A35b-v0.1,math,1134.99
2025-05-22,claude-1,math,1130.87
2025-05-22,mixtral-8x7b-instruct-v0.1,math,1130.48
2025-05-22,gemma-2-2b-it,math,1127.96
2025-05-22,claude-instant-1,math,1127.78
2025-05-22,gpt-3.5-turbo-0125,math,1126.04
2025-05-22,dbrx-instruct-preview,math,1124.71
2025-05-22,gpt-3.5-turbo-0613,math,1123.43
2025-05-22,gpt-3.5-turbo-1106,math,1120.66
2025-05-22,granite-3.0-2b-instruct,math,1116.77
2025-05-22,gemini-pro-dev-api,math,1115.17
2025-05-22,llama-3.2-3b-instruct,math,1114.0
2025-05-22,starling-lm-7b-beta,math,1110.13
2025-05-22,qwen1.5-14b-chat,math,1107.93
2025-05-22,smollm2-1.7b-instruct,math,1107.45
2025-05-22,command-r,math,1105.59
2025-05-22,gemini-pro,math,1102.73
2025-05-22,phi-3-mini-4k-instruct,math,1101.23
2025-05-22,snowflake-arctic-instruct,math,1096.54
2025-05-22,yi-34b-chat,math,1095.51
2025-05-22,gemma-1.1-7b-it,math,1095.11
2025-05-22,wizardlm-70b,math,1092.0
2025-05-22,tulu-2-dpo-70b,math,1090.24
2025-05-22,openchat-3.5-0106,math,1087.92
2025-05-22,deepseek-llm-67b-chat,math,1086.19
2025-05-22,llama-3.2-1b-instruct,math,1080.03
2025-05-22,phi-3-mini-128k-instruct,math,1079.5
2025-05-22,openhermes-2.5-mistral-7b,math,1077.97
2025-05-22,llama-2-70b-chat,math,1074.37
2025-05-22,mistral-7b-instruct-v0.2,math,1072.96
2025-05-22,qwen1.5-7b-chat,math,1064.62
2025-05-22,starling-lm-7b-alpha,math,1064.19
2025-05-22,pplx-70b-online,math,1058.72
2025-05-22,dolphin-2.2.1-mistral-7b,math,1057.51
2025-05-22,llama2-70b-steerlm-chat,math,1053.53
2025-05-22,vicuna-33b,math,1052.9
2025-05-22,openchat-3.5,math,1051.0
2025-05-22,qwen-14b-chat,math,1050.14
2025-05-22,codellama-70b-instruct,math,1049.04
2025-05-22,llama-2-13b-chat,math,1048.93
2025-05-22,gemma-7b-it,math,1048.59
2025-05-22,solar-10.7b-instruct-v1.0,math,1044.9
2025-05-22,nous-hermes-2-mixtral-8x7b-dpo,math,1044.85
2025-05-22,codellama-34b-instruct,math,1038.64
2025-05-22,gemma-1.1-2b-it,math,1037.73
2025-05-22,palm-2,math,1031.49
2025-05-22,falcon-180b-chat,math,1029.62
2025-05-22,pplx-7b-online,math,1029.23
2025-05-22,mpt-30b-chat,math,1029.14
2025-05-22,zephyr-7b-beta,math,1027.14
2025-05-22,llama-2-7b-chat,math,1026.39
2025-05-22,zephyr-7b-alpha,math,1023.08
2025-05-22,stripedhyena-nous-7b,math,1016.56
2025-05-22,vicuna-13b,math,1016.06
2025-05-22,mistral-7b-instruct,math,1012.86
2025-05-22,guanaco-33b,math,1010.95
2025-05-22,qwen1.5-4b-chat,math,1008.85
2025-05-22,olmo-7b-instruct,math,1004.33
2025-05-22,wizardlm-13b,math,1003.66
2025-05-22,gemma-2b-it,math,995.87
2025-05-22,vicuna-7b,math,980.04
2025-05-22,chatglm3-6b,math,971.02
2025-05-22,gpt4all-13b-snoozy,math,921.54
2025-05-22,koala-13b,math,915.29
2025-05-22,chatglm2-6b,math,909.7
2025-05-22,chatglm-6b,math,908.57
2025-05-22,RWKV-4-Raven-14B,math,904.79
2025-05-22,mpt-7b-chat,math,903.21
2025-05-22,alpaca-13b,math,889.82
2025-05-22,oasst-pythia-12b,math,874.57
2025-05-22,dolly-v2-12b,math,854.41
2025-05-22,fastchat-t5-3b,math,844.83
2025-05-22,stablelm-tuned-alpha-7b,math,821.16
2025-05-22,llama-13b,math,819.34
2025-05-22,gemini-2.5-pro-preview-05-06,overall,1446.0
2025-05-22,gemini-2.5-pro-exp-03-25,overall,1433.26
2025-05-22,gemini-2.5-flash-preview-05-20,overall,1418.32
2025-05-22,o3-2025-04-16,overall,1409.26
2025-05-22,chatgpt-4o-latest-20250326,overall,1404.7
2025-05-22,grok-3-preview-02-24,overall,1398.97
2025-05-22,early-grok-3,overall,1398.55
2025-05-22,llama-4-maverick-03-26-experimental,overall,1394.31
2025-05-22,gpt-4.5-preview-2025-02-27,overall,1394.23
2025-05-22,gemini-2.5-flash-preview-04-17,overall,1386.81
2025-05-22,gemini-2.0-flash-thinking-exp-01-21,overall,1376.66
2025-05-22,gemini-2.0-pro-exp-02-05,overall,1376.26
2025-05-22,chatgpt-4o-latest-20250129,overall,1370.97
2025-05-22,gemini-exp-1206,overall,1370.04
2025-05-22,deepseek-v3-0324,overall,1367.8
2025-05-22,gpt-4.1-2025-04-14,overall,1365.1
2025-05-22,chatgpt-4o-latest-20241120,overall,1361.92
2025-05-22,gemini-exp-1121,overall,1361.43
2025-05-22,gemini-2.0-flash-thinking-exp-1219,overall,1359.31
2025-05-22,hunyuan-turbos-20250416,overall,1355.79
2025-05-22,deepseek-r1,overall,1354.46
2025-05-22,gemini-2.0-flash-exp,overall,1352.12
2025-05-22,gemini-2.0-flash-001,overall,1351.46
2025-05-22,o1-2024-12-17,overall,1346.18
2025-05-22,mistral-medium-2505,overall,1343.32
